Node,Type,Value,HE 1,HE 2,HE 3,HE 4,HE 5,HE 6,HE 7,HE 8,HE 9,HE 10,HE 11,HE 12,HE 13,HE 14,HE 15,HE 16,HE 17,HE 18,HE 19,HE 20,HE 21,HE 22,HE 23,HE 24
MIUP.KUESTER27,Gennode,MCC,0.3,5.01,5.08,21.27,19.17,21.11,24.2,33.87,20.77,18.12,14.74,24.01,22.84,17.68,7.25,6.38,-13.73,4.36,-36.23,-53.65,-20.48,-10.64,-12.19,-16.67
MIUP.LITTLQUIN,Gennode,MCC,0.31,5.04,5.12,21.39,19.28,21.23,24.33,34.09,20.75,18.09,14.73,24.03,22.82,17.67,7.24,6.37,-13.74,4.36,-36.23,-53.66,-20.5,-10.66,-12.2,-16.67
MIUP.MAGAZESH,Gennode,MCC,0.3,4.99,5.07,21.19,19.1,21.03,24.11,33.74,20.79,18.14,14.75,24,22.87,17.69,7.26,6.39,-13.74,4.35,-36.25,-53.64,-20.47,-10.62,-12.18,-16.67
MIUP.MANSTQN1,Gennode,MCC,0.3,4.99,5.07,21.19,19.1,21.03,24.11,33.74,20.79,18.14,14.75,24,22.87,17.69,7.26,6.39,-13.74,4.35,-36.25,-53.64,-20.47,-10.62,-12.18,-16.67
MIUP.MARQ,Loadzone,MCC,0.3,5.01,5.08,21.27,19.17,21.11,24.2,33.87,20.77,18.12,14.74,24.01,22.84,17.68,7.25,6.38,-13.73,4.36,-36.23,-53.65,-20.48,-10.64,-12.19,-16.67
MIUP.MICHIGMF,Gennode,MCC,0.32,5.27,5.35,22.39,20.18,22.23,25.44,35.75,20.53,17.81,14.62,24.15,22.56,17.55,7.14,6.28,-13.74,4.43,-36.09,-53.77,-20.64,-10.86,-12.32,-16.67
MIUP.MIHM11,Gennode,MCC,0.31,5.09,5.16,21.58,19.45,21.43,24.55,34.4,20.7,18.03,14.71,24.05,22.76,17.64,7.22,6.35,-13.73,4.38,-36.19,-53.68,-20.53,-10.7,-12.23,-16.67
MIUP.MIHM12,Gennode,MCC,0.31,5.09,5.16,21.58,19.45,21.43,24.55,34.4,20.7,18.03,14.71,24.05,22.76,17.64,7.22,6.35,-13.73,4.38,-36.19,-53.68,-20.53,-10.7,-12.23,-16.67
MIUP.MIHM13,Gennode,MCC,0.31,5.09,5.16,21.58,19.45,21.43,24.55,34.4,20.7,18.03,14.71,24.05,22.76,17.64,7.22,6.35,-13.73,4.38,-36.19,-53.68,-20.53,-10.7,-12.23,-16.67
MIUP.NEWQUINES,Gennode,MCC,0.31,5.05,5.13,21.44,19.32,21.28,24.39,34.17,20.74,18.07,14.73,24.04,22.8,17.67,7.23,6.36,-13.74,4.36,-36.22,-53.66,-20.5,-10.67,-12.21,-16.67
MIUP.NWLB,Loadzone,MCC,0.3,4.99,5.07,21.19,19.1,21.03,24.11,33.74,20.79,18.14,14.75,24,22.87,17.69,7.26,6.39,-13.74,4.35,-36.25,-53.64,-20.47,-10.62,-12.18,-16.67
MIUP.PEAVYFALL,Gennode,MCC,0.32,5.22,5.29,22.13,19.95,21.97,25.16,35.33,20.58,17.88,14.65,24.12,22.62,17.58,7.16,6.3,-13.74,4.41,-36.13,-53.74,-20.6,-10.81,-12.29,-16.67
MIUP.PRESQ.ARR,Hub,MCC,0.3,5.01,5.08,21.27,19.17,21.11,24.2,33.87,20.77,18.12,14.74,24.01,22.84,17.68,7.25,6.38,-13.73,4.36,-36.23,-53.65,-20.48,-10.64,-12.19,-16.67
MIUP.ROBERNEWB,Gennode,MCC,0.3,4.99,5.07,21.19,19.1,21.03,24.11,33.74,20.79,18.14,14.75,24,22.87,17.69,7.26,6.39,-13.74,4.35,-36.25,-53.64,-20.47,-10.62,-12.18,-16.67
MIUP.SPARTAN,Loadzone,MCC,0.3,4.99,5.07,21.19,19.1,21.03,24.11,33.74,20.79,18.14,14.75,24,22.87,17.69,7.26,6.39,-13.74,4.35,-36.25,-53.64,-20.47,-10.62,-12.18,-16.67
MIUP.TILDEN,Loadzone,MCC,0.3,5.01,5.08,21.27,19.17,21.11,24.2,33.87,20.77,18.12,14.74,24.01,22.84,17.68,7.25,6.38,-13.73,4.36,-36.23,-53.65,-20.48,-10.64,-12.19,-16.67
MIUP.TWINFALLS,Gennode,MCC,0.31,5.06,5.13,21.47,19.35,21.31,24.43,34.22,20.73,18.06,14.72,24.04,22.8,17.66,7.23,6.36,-13.74,4.36,-36.22,-53.67,-20.51,-10.68,-12.21,-16.67
MIUP.UMERC,Loadzone,MCC,0.31,5.11,5.18,21.68,19.54,21.52,24.66,34.58,20.68,18.01,14.7,24.06,22.74,17.63,7.21,6.34,-13.75,4.35,-36.19,-53.69,-20.54,-10.72,-12.24,-16.67
MIUP.WEPM,Loadzone,MCC,0.33,5.42,5.5,23,20.74,22.85,26.13,36.79,20.39,17.64,14.55,24.23,22.4,17.47,7.07,6.22,-14.1,3.76,-36,-53.84,-20.73,-10.99,-12.4,-16.66
MIUP.WHITERAPD,Gennode,MCC,0.3,4.93,5,20.91,18.84,20.75,23.79,33.3,20.87,18.23,14.79,23.98,22.96,17.74,7.28,6.4,-13.76,4.3,-36.33,-53.59,-20.42,-10.55,-12.14,-16.68
MIUP.WOLV,Loadzone,MCC,0.33,5.47,5.55,23.21,20.93,23.05,26.36,37.13,20.34,17.58,14.52,24.25,22.34,17.44,7.05,6.2,-13.73,4.5,-35.97,-53.86,-20.76,-11.03,-12.43,-16.66
MIUP.WPPI,Loadzone,MCC,0.31,5.06,5.14,21.49,19.37,21.33,24.45,34.25,20.72,18.06,14.72,24.04,22.79,17.66,7.23,6.36,-13.73,4.37,-36.21,-53.67,-20.51,-10.68,-12.22,-16.67
MIUP.WPSE,Loadzone,MCC,0.31,5.11,5.19,21.69,19.55,21.53,24.66,34.59,20.68,18.01,14.7,24.07,22.74,17.63,7.21,6.34,-13.75,4.35,-36.19,-53.69,-20.54,-10.72,-12.24,-16.67
MOGEN1.AGG,Hub,MCC,-6.91,-1.06,-0.67,-1.62,-2.98,14.38,26.64,40.35,11.86,-6.92,-14.38,-11.55,0.61,-0.76,-14.12,13.9,8.25,21.26,0.33,26.92,29.7,21.21,-2.49,-0.72
MOGEN2.AGG,Hub,MCC,-6.98,-1.07,-0.67,-1.63,-3.01,12.99,24.46,37.13,10.88,-4.92,-11.23,-8.81,0.57,-0.57,-11.83,11.74,7.63,22.24,6.19,25.91,27.7,18.76,-8.06,-6.55
MP.AEPE14,Loadzone,MCC,-0.47,-7.81,-8.27,-33.6,-30.36,-48.04,-60.17,-114.1,-34.25,-37.12,-23.05,-28.45,-13.34,-9.92,8.88,-3.89,-14.96,17.92,26.23,-58.29,-47.8,-42.54,-21.23,-36.71
MP.AEPE20,Loadzone,MCC,-0.47,-7.81,-8.27,-33.6,-30.36,-48.04,-60.17,-114.1,-34.25,-37.12,-23.05,-28.45,-13.34,-9.92,8.88,-3.89,-14.96,17.92,26.23,-58.29,-47.8,-42.54,-21.23,-36.71
MP.AEPE50,Loadzone,MCC,-0.47,-7.81,-8.27,-33.6,-30.36,-48.04,-60.17,-114.1,-34.25,-37.12,-23.05,-28.45,-13.34,-9.92,8.88,-3.89,-14.96,17.92,26.23,-58.29,-47.8,-42.54,-21.23,-36.71
MP.AZ,Hub,MCC,-0.29,-5.13,-5.47,-22.32,-20.21,-35.54,-44.85,-86.16,-30.23,-31.19,-26.23,-30.63,-20.13,-17.32,-1.37,-13.9,-24.95,7.54,10.43,-62.64,-43.86,-37.71,-19.12,-36.4
MP.BISON1,Gennode,MCC,-0.4,-6.54,-7,-28.21,-27.45,-54.65,-59.4,-112.18,-31.09,-38.13,-16.16,-18,-1.58,3.24,32.59,5.95,-5.16,51.33,114.03,-44.76,-43.2,-40.75,29.73,-29.78
MP.BISON5,Gennode,MCC,-0.4,-6.54,-7,-28.21,-27.45,-54.65,-59.4,-112.18,-31.09,-38.13,-16.16,-18,-1.58,3.24,32.59,5.95,-5.16,51.33,114.03,-44.76,-43.2,-40.75,29.73,-29.78
MP.BLNCHR123,Gennode,MCC,-0.51,-8.47,-8.96,-36.43,-32.91,-51.05,-63.57,-122.15,-39.69,-41.72,-36.82,-45.3,-29.85,-26.47,-7.35,-19.57,-30.63,3.81,9.23,-68.32,-49.35,-43.41,-23.66,-40.39
MP.BOS233,Gennode,MCC,-0.41,-6.75,-7.15,-29.05,-26.27,-42.83,-53.08,-101.01,-34.9,-36.05,-31.98,-38.38,-25.58,-22.38,-3.96,-17.51,-28.88,6.54,13.19,-64.96,-46.17,-40.42,-18.63,-37.98
MP.DLPLOAD,Loadzone,MCC,0.34,5.51,5.39,23.13,20.88,11.53,8.27,5.83,-12.87,-14.76,-8.65,-0.71,-5.01,-4.26,-0.36,-11.98,-22.67,4.08,-3.68,-63.94,-40.58,-33.33,-20.8,-35.76
MP.DR.JFK,Gennode,MCC,-0.47,-7.81,-8.27,-33.6,-30.36,-48.04,-60.17,-114.1,-34.25,-37.12,-23.05,-28.45,-13.34,-9.92,8.88,-3.89,-14.96,17.92,26.23,-58.29,-47.8,-42.54,-21.23,-36.71
MP.DR.VCV,Gennode,MCC,-0.47,-7.81,-8.27,-33.6,-30.36,-48.04,-60.17,-114.1,-34.25,-37.12,-23.05,-28.45,-13.34,-9.92,8.88,-3.89,-14.96,17.92,26.23,-58.29,-47.8,-42.54,-21.23,-36.71
MP.FONDLA1,Gennode,MCC,-0.18,-2.9,-3.2,-12.64,-11.48,-25.45,-33.23,-65.33,-24.83,-25.81,-21.59,-23.45,-15.76,-13.58,-0.52,-12.67,-24.31,6.52,4.49,-64.58,-42.54,-35.27,-19.3,-36.58
MP.G_ULLIN.WND,Gennode,MCC,-0.4,-6.54,-7,-28.21,-27.45,-54.65,-59.4,-112.18,-31.09,-38.13,-16.16,-18,-1.58,3.24,32.59,5.95,-5.16,51.33,114.03,-44.76,-43.2,-40.75,29.73,-29.78
MP.HIBBAR3,Gennode,MCC,-0.13,-2.12,-2.39,-9.3,-8.46,-21.93,-29.22,-58.33,-23.5,-24.62,-20.33,-21.26,-14.6,-12.6,-0.46,-12.51,-24.15,6.2,3.19,-64.47,-42.26,-34.98,-19.65,-36.44
MP.HIBBAR4,Gennode,MCC,-0.13,-2.12,-2.39,-9.3,-8.46,-21.93,-29.22,-58.33,-23.5,-24.62,-20.33,-21.26,-14.6,-12.6,-0.46,-12.51,-24.15,6.2,3.19,-64.47,-42.26,-34.98,-19.65,-36.44
MP.HPUGEN356,Gennode,MCC,-0.42,-6.87,-7.25,-29.51,-26.69,-43.09,-53.18,-100.54,-34.82,-35.63,-31.79,-38.39,-25.69,-22.49,-4.5,-17.39,-28.85,5.86,9.77,-64.99,-46.09,-40.26,-20.74,-38
MP.HPULOAD,Loadzone,MCC,-0.42,-6.87,-7.25,-29.51,-26.69,-43.09,-53.18,-100.54,-34.82,-35.63,-31.79,-38.39,-25.69,-22.49,-4.5,-17.39,-28.85,5.86,9.77,-64.99,-46.09,-40.26,-20.74,-38
MP.HVDCE,Gennode,MCC,-0.17,-2.84,-3.12,-12.35,-11.23,-25.02,-32.65,-64.1,-24.31,-25.16,-21.08,-22.86,-15.35,-13.27,-0.52,-12.53,-24.3,6.29,3.3,-64.5,-42.34,-35.04,-19.75,-36.47
MP.HVDCW,Loadzone,MCC,-0.4,-6.54,-7,-28.21,-27.45,-54.65,-59.4,-112.18,-31.09,-38.13,-16.16,-18,-1.58,3.24,32.59,5.95,-5.16,51.33,114.03,-44.76,-43.2,-40.75,29.73,-29.78
MP.LASKIN1,Gennode,MCC,-0.42,-6.93,-7.31,-29.79,-26.95,-43.32,-53.36,-100.61,-34.86,-35.55,-31.8,-38.49,-25.8,-22.58,-4.76,-17.39,-28.94,5.6,8.42,-65.18,-46.16,-40.28,-21.63,-38.11
MP.LASKIN2,Gennode,MCC,-0.42,-6.93,-7.31,-29.79,-26.95,-43.32,-53.36,-100.61,-34.86,-35.55,-31.8,-38.49,-25.8,-22.58,-4.76,-17.39,-28.94,5.6,8.42,-65.18,-46.16,-40.28,-21.63,-38.11
MP.MP,Loadzone,MCC,-0.29,-5.28,-5.64,-23.17,-20.96,-36.56,-46,-88.07,-31.12,-32.17,-27.33,-31.98,-21.1,-18.25,-2.06,-14.72,-26.11,7.21,9.92,-64.06,-44.83,-38.63,-19.93,-37.29
MP.MPM_1.AZ,Hub,MCC,-0.42,-6.87,-7.25,-29.51,-26.69,-43.09,-53.18,-100.54,-34.82,-35.63,-31.79,-38.39,-25.69,-22.49,-4.5,-17.39,-28.85,5.86,9.77,-64.99,-46.09,-40.26,-20.74,-38
MP.MPM_2.AZ,Hub,MCC,-0.42,-6.87,-7.25,-29.51,-26.69,-43.09,-53.18,-100.54,-34.82,-35.63,-31.79,-38.39,-25.69,-22.49,-4.5,-17.39,-28.85,5.86,9.77,-64.99,-46.09,-40.26,-20.74,-38
MP.MP_BOS4,Gennode,MCC,-0.41,-6.75,-7.15,-29.05,-26.27,-42.83,-53.08,-101.01,-34.9,-36.05,-31.98,-38.38,-25.58,-22.38,-3.96,-17.51,-28.88,6.54,13.19,-64.96,-46.17,-40.42,-18.63,-37.98
MP.MRES,Loadzone,MCC,-0.47,-7.74,-8.23,-33.33,-30.1,-48.11,-60.41,-115.05,-33.88,-37.61,-21.29,-26.08,-10.54,-7.18,11.87,-1.96,-12.87,19.2,31.94,-57.12,-48.38,-43.3,-19.38,-36.4
MP.OLIVER12,Gennode,MCC,-0.4,-6.54,-7,-28.21,-27.45,-54.65,-59.4,-112.18,-31.09,-38.13,-16.16,-18,-1.58,3.24,32.59,5.95,-5.16,51.33,114.03,-44.76,-43.2,-40.75,29.73,-29.78
MP.TACHB1,Gennode,MCC,-0.33,-5.38,-5.73,-23.19,-21,-36.41,-45.54,-86.38,-28.89,-29.18,-25.31,-30.15,-19.42,-16.63,-0.7,-13.04,-24.7,7.66,7.8,-64.64,-43.19,-35.97,-18.7,-36.83
MP.TACHB2,Gennode,MCC,-0.33,-5.38,-5.73,-23.19,-21,-36.41,-45.54,-86.38,-28.89,-29.18,-25.31,-30.15,-19.42,-16.63,-0.7,-13.04,-24.7,7.66,7.8,-64.64,-43.19,-35.97,-18.7,-36.83
MP.TACRIDGE1,Gennode,MCC,-0.42,-6.98,-7.36,-30,-27.14,-43.54,-53.62,-101.08,-34.95,-35.63,-31.88,-38.63,-25.87,-22.64,-4.73,-17.4,-28.9,5.67,8.74,-65.06,-46.12,-40.27,-21.45,-38.05
MP.THOMSON,Gennode,MCC,-0.18,-3.04,-3.34,-13.22,-12,-26.06,-33.93,-66.55,-25.07,-26.01,-21.81,-23.83,-15.96,-13.76,-0.53,-12.7,-24.33,6.58,4.72,-64.61,-42.59,-35.32,-19.24,-36.6
MP.WPPI_BOS4,Gennode,MCC,-0.41,-6.75,-7.15,-29.05,-26.27,-42.83,-53.08,-101.01,-34.9,-36.05,-31.98,-38.38,-25.58,-22.38,-3.96,-17.51,-28.88,6.54,13.19,-64.96,-46.17,-40.42,-18.63,-37.98
MPS,Interface,MCC,0.21,-0.88,-1.01,-4.55,-6.08,-33.01,-37.29,-32.3,-18.85,-26.38,-16.91,-19.91,-5.73,-10.91,-15.13,-19.39,-11.59,-36.45,-22.13,-3.08,-12.86,-11.17,-29.62,-30.64
MPS.CROSSROAD1,Gennode,MCC,13.94,2.15,1.35,3.24,6.01,12.91,8.48,35,5.19,15.6,11.48,1.83,0.23,8.22,11.37,12.41,3.49,2.35,-4.53,30.88,25.89,15.68,11.56,11.8
MPS.CROSSROAD2,Gennode,MCC,13.94,2.15,1.35,3.24,6.01,12.91,8.48,35,5.19,15.6,11.48,1.83,0.23,8.22,11.37,12.41,3.49,2.35,-4.53,30.88,25.89,15.68,11.56,11.8
MPS.CROSSROAD3,Gennode,MCC,13.94,2.15,1.35,3.24,6.01,12.91,8.48,35,5.19,15.6,11.48,1.83,0.23,8.22,11.37,12.41,3.49,2.35,-4.53,30.88,25.89,15.68,11.56,11.8
MPS.CROSSROAD4,Gennode,MCC,13.94,2.15,1.35,3.24,6.01,12.91,8.48,35,5.19,15.6,11.48,1.83,0.23,8.22,11.37,12.41,3.49,2.35,-4.53,30.88,25.89,15.68,11.56,11.8
MPW.AZ,Hub,MCC,0,0,0,0,1.89,3.52,-9.52,-24.62,-6.36,1.07,-2.42,-0.9,-0.7,-2.14,-0.76,-6.01,-17.66,-11.91,-31.39,-47.05,-21.73,-19.48,-27.72,-25.77
MPW.MPW,Loadzone,MCC,0,0,0,0,1.89,3.61,-9.52,-24.59,-6.32,1.23,-2.4,-0.85,-0.61,-2.1,-0.76,-5.81,-17.51,-11.91,-31.37,-47.01,-21.57,-19.14,-27.56,-25.44
MPW.UNIT_7,Gennode,MCC,0,0,0,0,1.87,4.01,-9.5,-24.48,-6.14,1.81,-2.32,-0.65,-0.29,-1.95,-0.74,-4.64,-16.93,-11.89,-31.34,-46.93,-20.69,-17.69,-26.33,-23.6
MPW.UNIT_8,Gennode,MCC,0,0,0,0,1.87,4.01,-9.5,-24.48,-6.14,1.81,-2.32,-0.65,-0.29,-1.95,-0.74,-4.64,-16.93,-11.89,-31.34,-46.93,-20.69,-17.69,-26.33,-23.6
MPW.UNIT_8A,Gennode,MCC,0,0,0,0,1.87,4.01,-9.5,-24.48,-6.14,1.81,-2.32,-0.65,-0.29,-1.95,-0.74,-4.64,-16.93,-11.89,-31.34,-46.93,-20.69,-17.69,-26.33,-23.6
MPW.UNIT_9,Gennode,MCC,0,0,0,0,1.79,8.98,1.68,-11.82,-0.71,4.32,-2.12,-0.63,-0.23,-1.82,0,-1.76,-16.43,-6.03,-31.2,-46.47,-20.39,-17.47,-25.37,-22.39
MS.HUB,Hub,MCC,7.25,1.12,0.7,1.68,3.13,1.12,4.06,26.05,3.89,7.64,7.54,1.42,0,3.4,5.67,3.44,7.34,-5.53,2.33,28.51,16.95,13.98,10.55,14.63
NIPS.AM,Loadzone,MCC,0,0,0,0,0,0,0,-0.05,5.41,14.62,14.93,15.1,5.54,5.71,10.25,0.08,-9.65,-3.53,-6.16,-15.08,-5.45,-3.2,-1.84,-3.86
NIPS.AZ,Hub,MCC,0,0,0,0,0,0,0,-0.05,5.41,14.64,14.95,15.12,5.55,5.72,10.27,0.03,-11.65,-4.05,-8.4,-16.76,-6.31,-3.06,-1.78,-4.63
NIPS.BAILY.ARR,Hub,MCC,0,0,0,0,0,0,0,0,5.65,15.07,15.28,15.66,5.88,6,10.6,-1.27,-55.32,-15.31,-58.36,-65.48,-33.14,-6.22,-9.39,-28.4
NIPS.BCWF.SIG,Gennode,MCC,0,0,0,0,0,0,0,-0.21,4.28,14.87,16.29,15.66,4.23,5.22,11.29,0.64,27.2,5.7,40.48,-105.66,-77.26,-67.04,-67.07,-52.01
NIPS.BENTONCO,Gennode,MCC,0,0,0,0,0,0,0,-0.21,4.28,14.87,16.29,15.66,4.23,5.22,11.29,0.64,27.2,5.7,40.48,-105.66,-77.26,-67.04,-67.07,-52.01
NIPS.BP,Loadzone,MCC,0,0,0,0,0,0,0,-0.05,5.41,14.62,14.93,15.1,5.54,5.71,10.25,0.08,-9.65,-3.53,-6.16,-15.08,-5.45,-3.2,-1.84,-3.86
NIPS.BURROAK.H,Hub,MCC,0,0,0,0,0,0,0,-0.17,4.82,13.63,13.87,13.73,4.72,5.06,9.5,1.56,30.42,6.67,42.42,24.13,14.6,-2.57,5.98,17.86
NIPS.BURROAK.L,Hub,MCC,0,0,0,0,0,0,0,-0.17,4.79,13.63,13.88,13.7,4.67,5.03,9.5,3.46,112.11,27.87,133.67,107.65,62.21,-0.94,11.9,57.01
NIPS.CARGILL,Loadzone,MCC,0,0,0,0,0,0,0,-0.05,5.41,14.62,14.93,15.1,5.54,5.71,10.25,0.08,-9.65,-3.53,-6.16,-15.08,-5.45,-3.2,-1.84,-3.86
NIPS.CC.WHITN,Gennode,MCC,0,0,0,0,0,0,0,0,5.86,15.41,15.68,16.22,6.21,6.27,10.93,-1.03,-44.75,-12.49,-55.14,-58.66,-27.57,-7.7,-11.8,-24.74
NIPS.DR.PRAXAR,Gennode,MCC,0,0,0,0,0,0,0,0,5.76,15.25,15.49,15.95,6.05,6.14,10.77,-1.13,-49.54,-13.77,-56.21,-61.64,-30.09,-6.99,-10.63,-26.37
NIPS.DUNNBR1SF,Gennode,MCC,0,0,0,0,0,0,0,0,5.47,14.78,14.96,15.21,5.61,5.78,10.35,-0.96,-41.77,-11.86,-34.83,-47.01,-25.52,-3.52,-1.63,-19.47
NIPS.ERC_TEST,Loadzone,MCC,0,0,0,0,0,0,0,-0.05,5.41,14.62,14.93,15.1,5.54,5.71,10.25,0.08,-9.65,-3.53,-6.16,-15.08,-5.45,-3.2,-1.84,-3.86
NIPS.EWNMAC.NU,Hub,MCC,0,0,0,0,0,0,0,-0.18,4.71,13.68,13.98,13.77,4.58,5,9.6,2.96,89.76,22.04,110.73,90.67,51.57,1.56,19.48,51.15
NIPS.HWND1.IPL,Gennode,MCC,0,0,0,0,0,0,0,-0.2,4.38,14.36,15.59,14.96,4.28,5.08,10.64,1.53,32.83,7.17,46.79,25.24,15.24,-2.39,20.51,22.87
NIPS.IMPA,Loadzone,MCC,0,0,0,0,0,0,0,-0.15,4.77,14.16,14.79,14.51,4.7,5.2,10.12,2.02,59.47,14.2,76.91,124.49,81.6,34.34,62.98,73.15
NIPS.IMPA_1.AZ,Hub,MCC,0,0,0,0,0,0,0,-0.15,4.79,14.11,14.69,14.43,4.72,5.19,10.04,2.14,64.26,15.45,82.01,126.38,81.93,32.85,59.43,72.75
NIPS.INCRMLSP,Gennode,MCC,0,0,0,0,0,0,0,-0.19,4.57,13.55,14.42,13.77,4.38,4.87,9.54,1.56,25.57,5.32,38.37,20.85,12.55,-1.1,16.99,20.45
NIPS.INCROSWF,Gennode,MCC,0,0,0,0,0,0,0,-0.19,4.57,13.55,14.42,13.77,4.38,4.87,9.54,1.56,25.57,5.32,38.37,20.85,12.55,-1.1,16.99,20.45
NIPS.MCHCP.ARR,Hub,MCC,0,0,0,0,0,0,0,0,5.63,15.03,15.25,15.6,5.84,5.97,10.57,-1.27,-55.25,-15.3,-57.51,-65.07,-33.08,-6.07,-9.08,-28.25
NIPS.MICHCP12,Gennode,MCC,0,0,0,0,0,0,0,0,5.54,14.87,15.05,15.32,5.69,5.84,10.41,-1.7,-73.92,-20.18,-76.18,-79.09,-43.23,-3.38,-2.97,-34.05
NIPS.MITCH.ARR,Hub,MCC,0,0,0,0,0,0,0,0,5.8,15.32,15.58,16.07,6.12,6.19,10.84,-1.07,-46.91,-13.07,-54.83,-59.78,-28.69,-7.31,-11.13,-25.41
NIPS.MNTIC2.NU,Hub,MCC,0,0,0,0,0,0,0,-0.19,4.59,13.74,14.36,14.05,4.44,4.96,9.76,2.18,55.27,13.05,71.91,62.14,37.31,4.77,24.72,39.84
NIPS.MUNSTR.LN,Hub,MCC,0,0,0,0,0,0,0,0,5.79,15.34,15.61,16.11,6.12,6.2,10.87,-1.05,-45.81,-12.79,-56.12,-59.19,-28.1,-7.41,-11.26,-24.99
NIPS.NIPS,Loadzone,MCC,0,0,0,0,0,0,0,-0.05,5.41,14.62,14.93,15.1,5.54,5.71,10.25,0.08,-9.65,-3.53,-6.16,-15.08,-5.45,-3.2,-1.84,-3.86
NIPS.NLMK,Loadzone,MCC,0,0,0,0,0,0,0,-0.05,5.41,14.62,14.93,15.1,5.54,5.71,10.25,0.08,-9.65,-3.53,-6.16,-15.08,-5.45,-3.2,-1.84,-3.86
NIPS.NORWAPNOR,Gennode,MCC,0,0,0,0,0,0,0,-0.19,4.53,13.77,14.73,14.13,4.38,4.95,9.85,2.04,49.06,11.42,64.99,72.3,45.98,13.4,38.44,47.59
NIPS.OAKDAPOAK,Gennode,MCC,0,0,0,0,0,0,0,-0.2,4.48,13.76,14.76,14.13,4.34,4.94,9.87,1.96,45.02,10.36,60.52,70.38,45.59,14.5,41.17,47.85
NIPS.PRATTIND,Loadzone,MCC,0,0,0,0,0,0,0,-0.05,5.41,14.62,14.93,15.1,5.54,5.71,10.25,0.08,-9.65,-3.53,-6.16,-15.08,-5.45,-3.2,-1.84,-3.86
NIPS.PRAXAIR,Loadzone,MCC,0,0,0,0,0,0,0,-0.05,5.41,14.62,14.93,15.1,5.54,5.71,10.25,0.08,-9.65,-3.53,-6.16,-15.08,-5.45,-3.2,-1.84,-3.86
NIPS.REYNO.MVP,Hub,MCC,0,0,0,0,0,0,0,-0.18,4.65,13.49,14.23,13.49,4.38,4.81,9.3,1.6,25.37,5.27,37.78,24.9,13.74,1.11,16.09,20.17
NIPS.ROSEWRWF,Gennode,MCC,0,0,0,0,0,0,0,-0.19,4.55,13.77,14.69,14.08,4.4,4.95,9.8,1.86,41.11,9.36,55.94,43.76,26.51,2.77,22.95,31.66
NIPS.SCHAHP16A,Gennode,MCC,0,0,0,0,0,0,0,0,5.46,14.77,14.94,15.18,5.59,5.76,10.33,-0.92,-40.2,-11.45,-32.68,-45.4,-24.64,-3.52,-1.57,-18.76
NIPS.SCHAHP16B,Gennode,MCC,0,0,0,0,0,0,0,0,5.46,14.77,14.94,15.18,5.59,5.76,10.33,-0.92,-40.2,-11.45,-32.68,-45.4,-24.64,-3.52,-1.57,-18.76
NIPS.SCHAHP17,Gennode,MCC,0,0,0,0,0,0,0,0,5.42,14.6,14.87,15.09,5.53,5.72,10.28,-0.79,-34.43,-9.97,-24.85,-39.49,-21.44,-3.49,-1.33,-16.14
NIPS.SCHAHP18,Gennode,MCC,0,0,0,0,0,0,0,0,5.42,14.6,14.87,15.09,5.53,5.72,10.28,-0.79,-34.43,-9.97,-24.85,-39.49,-21.44,-3.49,-1.33,-16.14
NIPS.STJOHN.LN,Hub,MCC,0,0,0,0,0,0,0,0,5.58,14.98,15.19,15.51,5.77,5.92,10.53,-0.67,-29.31,-8.58,-10.91,-36.94,-18.75,-5.87,-7.33,-16.24
NIPS.USS,Loadzone,MCC,0,0,0,0,0,0,0,-0.05,5.41,14.62,14.93,15.1,5.54,5.71,10.25,0.08,-9.65,-3.53,-6.16,-15.08,-5.45,-3.2,-1.84,-3.86
NIPS.WHITNGT1,Gennode,MCC,0,0,0,0,0,0,0,0,5.86,15.41,15.68,16.22,6.21,6.27,10.93,-1.03,-44.75,-12.49,-55.14,-58.66,-27.57,-7.7,-11.8,-24.74
NIPS.WHITNGT2,Gennode,MCC,0,0,0,0,0,0,0,0,5.86,15.41,15.68,16.22,6.21,6.27,10.93,-1.03,-44.75,-12.49,-55.14,-58.66,-27.57,-7.7,-11.8,-24.74
NIPS.WHITNST,Gennode,MCC,0,0,0,0,0,0,0,0,5.86,15.41,15.68,16.22,6.21,6.27,10.93,-1.03,-44.75,-12.49,-55.14,-58.66,-27.57,-7.7,-11.8,-24.74
NIPS.WVPA,Loadzone,MCC,0,0,0,0,0,0,0,-0.14,4.85,13.75,14.19,13.94,4.75,5.1,9.6,2.12,60.59,14.52,77.36,71.84,42.69,6.39,19.67,40.17
NIPS.WVPA_1.AZ,Hub,MCC,0,0,0,0,0,0,0,-0.14,4.83,13.78,14.23,13.97,4.74,5.1,9.65,2.48,75.78,18.46,94.36,90.42,54.04,8.21,23.39,49.63
NPPD,Interface,MCC,0.21,-0.88,-1.01,-4.55,-6.08,-33.01,-37.29,-32.3,-18.85,-26.38,-16.91,-19.91,-5.73,-10.91,-15.13,-19.39,-11.59,-36.45,-22.13,-3.08,-12.86,-11.17,-29.62,-30.64
NSP.ADAMSWD1,Gennode,MCC,-0.47,-7.78,-8.48,-33.75,-31.94,-56.45,-62.9,-122.38,-40.89,-45.79,-37.94,-45.44,-29.99,-28.5,-18.02,-23.06,-31.76,-17.64,-12.22,-73.38,-53.45,-46.81,-37.34,-43.69
